CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,TotalSpend,GroupId,GroupMemberId,Deck,RoomNum,RoomSide,GroupSize,HomePlanet_0.0,HomePlanet_1.0,HomePlanet_2.0,Destination_0.0,Destination_1.0,Destination_2.0
0.0,42.0,0.0,786.0,0.0,22.0,59.0,0.0,0,867.0,828,1,5.0,159.0,1.0,2,True,False,False,True,False,False
0.0,41.0,0.0,324.0,2.0,508.6583850931677,7.0,26.0,1,867.6583850931677,828,2,5.0,159.0,1.0,2,True,False,False,True,False,False
0.0,21.0,0.0,15.0,0.0,2695.0,2.0,0.0,1,2712.0,829,1,5.0,170.0,0.0,1,True,False,False,False,True,False
0.0,31.0,0.0,14.0,5.0,0.0,795.0,0.0,1,814.0,830,1,5.0,171.0,0.0,1,True,False,False,True,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,833,1,0.0,0.0,0.0,1,False,True,False,False,False,True
0.0,31.0,0.0,0.0,0.0,0.0,838.0,27.0,0,865.0,834,1,5.0,173.0,0.0,1,True,False,False,True,False,False
0.0,14.0,0.0,77.0,0.0,9.0,424.0,166.0,0,676.0,835,1,6.0,124.0,1.0,1,True,False,False,False,False,True
0.0,32.0,1.0,494.0,701.0,71.0,0.0,0.0,0,1266.0,836,1,5.0,160.0,1.0,1,False,False,True,False,True,False
0.0,32.0,0.0,0.0,179.0,0.0,0.0,5152.0,0,5331.0,839,1,1.0,30.0,1.0,1,False,True,False,True,False,False
0.0,27.0,0.0,663.0,1111.0,0.0,0.0,2.0,0,1776.0,840,1,6.0,123.0,0.0,1,True,False,False,True,False,False
0.0,57.0,0.0,2651.0,2956.0,0.0,266.0,1300.0,0,7173.0,845,1,1.0,31.0,1.0,1,False,True,False,False,False,True
1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,846,1,6.0,125.0,1.0,1,True,False,False,True,False,False
1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,848,1,5.0,175.0,0.0,2,False,False,True,True,False,False
1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,848,2,5.0,175.0,0.0,2,False,False,True,True,False,False
0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,849,1,1.0,32.0,1.0,2,False,True,False,True,False,False
1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,849,2,1.0,32.0,1.0,2,False,True,False,False,False,True
1.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,850,1,4.0,62.0,1.0,1,False,False,True,True,False,False
0.0,23.0,0.0,217.0,378.0,19.0,1.0,12.0,0,627.0,851,1,5.0,176.0,0.0,1,True,False,False,False,False,True
1.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,853,1,0.0,9.0,1.0,1,False,True,False,False,False,True
1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,859,1,6.0,127.0,1.0,1,True,False,False,True,False,False
0.0,24.0,0.0,34.0,7.0,320.0,0.0,427.0,0,788.0,860,1,4.0,48.0,0.0,1,True,False,False,True,False,False
1.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,863,1,6.0,129.0,1.0,3,True,False,False,True,False,False
0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,863,2,6.0,129.0,1.0,3,True,False,False,True,False,False
1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,863,3,6.0,129.0,1.0,3,True,False,False,True,False,False
1.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,865,1,1.0,35.0,1.0,2,False,True,False,False,False,True
1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,865,2,1.0,35.0,1.0,2,False,True,False,False,False,True
0.0,25.0,0.0,2.0,850.0,18.0,2.0,0.0,0,872.0,867,1,5.0,163.0,1.0,1,True,False,False,True,False,False
1.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,868,1,6.0,130.0,1.0,1,True,False,False,True,False,False
0.0,55.0,0.0,280.0,0.0,444.0,0.0,0.0,0,724.0,869,1,5.0,164.0,1.0,1,True,False,False,True,False,False
0.0,22.0,0.0,112.0,473.0,0.0,92.0,0.0,0,677.0,870,1,6.0,126.0,0.0,1,True,False,False,False,True,False
0.0,20.0,0.0,2.0,4754.0,0.0,246.0,31.0,1,5033.0,871,1,0.0,10.0,1.0,1,False,True,False,True,False,False
0.0,16.0,0.0,651.6323679727427,0.0,32.0,2529.0,92.0,0,3304.632367972743,873,1,5.0,180.0,0.0,1,True,False,False,True,False,False
0.0,19.0,0.0,0.0,162.0,540.0,0.0,0.0,0,702.0,874,1,5.0,165.0,1.0,1,True,False,False,True,False,False
0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,875,1,6.0,131.0,1.0,1,True,False,False,True,False,False
0.0,35.0,0.0,12.0,687.0,46.0,2.0,0.0,0,747.0,876,1,5.0,166.0,1.0,1,True,False,False,True,False,False
1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,877,1,2.0,30.0,0.0,1,False,True,False,False,False,True
0.0,37.0,1.0,381.0,0.0,3.0,447.0,0.0,0,831.0,878,1,3.0,31.0,1.0,1,False,False,True,False,True,False
0.0,0.0,0.0,784.0,0.0,0.0,0.0,4.0,0,788.0,879,1,0.0,0.0,0.0,1,True,False,False,True,False,False
0.0,41.0,0.0,3103.0,3.0,0.0,31.0,26.0,0,3163.0,881,1,3.0,32.0,1.0,1,False,True,False,True,False,False
0.0,13.0,0.0,875.0,5.0,10.0,18.0,0.0,0,908.0,883,1,6.0,127.0,0.0,1,True,False,False,True,False,False
1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,885,1,6.0,133.0,1.0,2,True,False,False,True,False,False
1.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,885,2,6.0,133.0,1.0,2,True,False,False,False,False,True
0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,889,1,2.0,32.0,0.0,2,False,True,False,True,False,False
0.0,27.0,0.0,1.0,12804.0,0.0,10.0,52.0,1,12867.0,889,2,2.0,32.0,0.0,2,False,True,False,False,False,True
0.0,16.0,0.0,172.0,1276.436476751801,338.0,9.0,0.0,0,1795.436476751801,890,1,5.0,184.0,0.0,1,False,False,True,True,False,False
1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,893,1,6.0,129.0,0.0,1,True,False,False,False,False,True
1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,898,1,6.0,134.0,1.0,1,True,False,False,True,False,False
0.0,26.0,0.0,0.0,0.0,716.0,0.0,1.0,1,717.0,899,1,5.0,187.0,0.0,2,True,False,False,True,False,False
1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,899,2,6.0,130.0,0.0,2,True,False,False,True,False,False
0.0,32.0,0.0,47.0,0.0,2552.0,0.0,0.0,1,2599.0,901,1,5.0,167.0,1.0,1,False,False,True,True,False,False
0.0,18.0,0.0,200.0,124.0,0.0,413.0,0.0,1,737.0,902,1,5.0,188.0,0.0,1,True,False,False,True,False,False
1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,903,1,6.0,135.0,1.0,1,True,False,False,False,False,True
0.0,44.0,0.0,0.0,2792.0,0.0,148.0,1043.0,0,3983.0,904,1,2.0,33.0,0.0,1,False,True,False,True,False,False
0.0,29.0,0.0,4.0,0.0,421.0,435.0,19.0,0,879.0,905,1,3.0,38.0,0.0,1,False,False,True,False,True,False
0.0,19.0,0.0,0.0,388.0,469.0,831.0706214689266,0.0,1,1688.0706214689267,906,1,5.0,168.0,1.0,1,True,False,False,False,False,True
0.0,41.0,0.0,0.0,5738.0,7.0,9038.0,28.0,0,14811.0,907,1,1.0,34.0,0.0,2,False,True,False,False,False,True
0.0,28.0,0.0,0.0,1736.0,508.6583850931677,145.0,634.0,0,3023.6583850931675,907,2,1.0,34.0,0.0,2,False,True,False,True,False,False
1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,910,1,6.0,137.0,1.0,1,True,False,False,True,False,False
0.0,32.0,1.0,2492.0,0.0,508.6583850931677,136.0,4.0,0,3140.6583850931675,911,1,5.0,189.0,0.0,2,False,False,True,True,False,False
0.0,74.0,0.0,853.0,0.0,543.0,31.0,0.0,1,1427.0,911,2,5.0,189.0,0.0,2,False,False,True,True,False,False
0.0,31.0,0.0,0.0,7461.0,0.0,369.0,450.0,1,8280.0,912,1,1.0,37.0,1.0,1,False,True,False,True,False,False
0.0,38.0,0.0,0.0,172.0,0.0,5907.0,34.0,0,6113.0,913,1,4.0,51.0,0.0,1,False,True,False,False,False,True
0.0,20.0,0.0,157.0,0.0,0.0,544.0,3.0,0,704.0,915,1,6.0,138.0,1.0,1,True,False,False,True,False,False
0.0,24.0,0.0,47.0,0.0,10.0,139.0,1406.0,0,1602.0,918,1,4.0,66.0,1.0,1,True,False,False,True,False,False
0.0,26.0,0.0,18.0,84.0,93.0,886.0,289.0,0,1370.0,919,1,5.0,190.0,0.0,1,True,False,False,False,True,False
1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,921,1,6.0,139.0,1.0,1,True,False,False,False,True,False
1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,922,1,1.0,35.0,0.0,2,False,True,False,False,False,True
0.0,31.0,0.0,0.0,1095.0,0.0,169.0,1226.0,0,2490.0,922,2,1.0,35.0,0.0,2,False,True,False,False,False,True
0.0,33.0,0.0,0.0,7767.0,0.0,15.0,2453.0,1,10235.0,923,1,2.0,38.0,1.0,2,False,True,False,False,False,True
1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,923,2,1.0,38.0,1.0,2,False,True,False,True,False,False
0.0,33.0,0.0,13.0,0.0,984.0,0.0,0.0,0,997.0,924,1,4.0,67.0,1.0,1,True,False,False,True,False,False
0.0,34.0,0.0,379.0,0.0,1626.0,0.0,0.0,0,2005.0,925,1,5.0,191.0,0.0,3,False,False,True,True,False,False
1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,925,2,5.0,191.0,0.0,3,False,False,True,True,False,False
1.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,925,3,5.0,191.0,0.0,3,False,False,True,True,False,False
0.0,30.0,0.0,0.0,7992.0,0.0,507.0,25.0,1,8524.0,926,1,1.0,39.0,1.0,2,False,True,False,False,False,True
0.0,30.0,0.0,0.0,760.0,234.0,2761.0,81.0,0,3836.0,926,2,1.0,39.0,1.0,2,False,True,False,True,False,False
0.0,25.0,0.0,0.0,1276.436476751801,699.0,43.0,22.0,0,2040.436476751801,927,1,6.0,140.0,1.0,1,True,False,False,True,False,False
1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,928,1,6.0,133.0,0.0,1,True,False,False,False,True,False
0.0,38.0,0.0,646.0,0.0,0.0,135.0,260.0,0,1041.0,930,1,5.0,192.0,0.0,2,True,False,False,True,False,False
1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,930,2,6.0,134.0,0.0,2,True,False,False,True,False,False
0.0,19.0,0.0,0.0,1276.436476751801,115.0,126.0,491.0,1,2008.436476751801,931,1,5.0,193.0,0.0,1,True,False,False,True,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,932,1,0.0,0.0,0.0,1,False,False,True,True,False,False
0.0,30.0,0.0,14.0,12045.0,0.0,2121.0,0.0,1,14180.0,933,1,2.0,35.0,0.0,2,False,True,False,True,False,False
0.0,29.0,0.0,0.0,1127.0,0.0,1867.0,1070.0,0,4064.0,933,2,2.0,35.0,0.0,2,False,True,False,True,False,False
0.0,36.0,0.0,0.0,11.0,0.0,18.0,872.0,0,901.0,935,1,5.0,194.0,0.0,1,True,False,False,True,False,False
0.0,24.0,0.0,174.0,0.0,0.0,630.0,0.0,0,804.0,938,1,5.0,172.0,1.0,3,True,False,False,True,False,False
0.0,30.0,0.0,0.0,0.0,871.0,0.0,0.0,1,871.0,938,2,4.0,68.0,1.0,3,True,False,False,True,False,False
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,938,3,6.0,143.0,1.0,3,True,False,False,True,False,False
0.0,38.0,0.0,55.0,741.0,0.0,0.0,13.0,1,809.0,940,1,6.0,136.0,0.0,1,True,False,False,True,False,False
0.0,13.0,0.0,0.0,7.0,0.0,1175.0,0.0,0,1182.0,941,1,5.0,195.0,0.0,1,True,False,False,True,False,False
0.0,18.0,0.0,594.0,0.0,555.0,0.0,0.0,0,1149.0,942,1,5.0,196.0,0.0,1,False,False,True,True,False,False
0.0,16.0,0.0,891.0,0.0,831.0,0.0,0.0,0,1722.0,944,1,6.0,137.0,0.0,2,True,False,False,True,False,False
0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,944,2,6.0,137.0,0.0,2,True,False,False,False,False,True
0.0,19.0,0.0,72.0,5.0,0.0,342.0,188.0,1,607.0,946,1,5.0,198.0,0.0,1,True,False,False,True,False,False
0.0,26.0,0.0,0.0,474.0,0.0,0.0,201.0,0,675.0,947,1,6.0,138.0,0.0,1,True,False,False,False,False,True
1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,949,1,6.0,140.0,0.0,1,True,False,False,False,False,True
1.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,951,1,6.0,144.0,1.0,1,True,False,False,False,True,False
0.0,45.0,0.0,877.0,0.0,1383.0,0.0,0.0,0,2260.0,952,1,5.0,175.0,1.0,1,False,False,True,True,False,False
0.0,48.0,0.0,0.0,306.0,3.0,831.0706214689266,359.0,0,1499.0706214689267,953,1,5.0,199.0,0.0,1,True,False,False,False,True,False
1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,955,1,6.0,145.0,1.0,1,True,False,False,False,False,True
0.0,28.0,0.0,0.0,631.0,0.0,5.0,0.0,1,636.0,956,1,4.0,70.0,1.0,1,True,False,False,True,False,False
1.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,957,1,5.0,201.0,0.0,1,False,False,True,True,False,False
0.0,19.0,0.0,3.0,0.0,508.6583850931677,0.0,788.0,0,1299.6583850931677,960,1,4.0,72.0,1.0,1,True,False,False,True,False,False
0.0,14.0,0.0,0.0,885.0,8.0,0.0,0.0,1,893.0,961,1,6.0,141.0,0.0,1,True,False,False,False,False,True
1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,964,1,1.0,36.0,0.0,2,False,True,False,True,False,False
1.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,964,2,1.0,36.0,0.0,2,False,True,False,True,False,False
0.0,19.0,0.0,631.0,0.0,834.0,304.0,0.0,0,1769.0,965,1,5.0,178.0,1.0,1,False,False,True,True,False,False
0.0,29.0,0.0,1377.0,0.0,0.0,167.0,0.0,0,1544.0,966,1,5.0,179.0,1.0,1,True,False,False,True,False,False
0.0,20.0,0.0,792.0,0.0,0.0,0.0,0.0,0,792.0,968,1,4.0,53.0,0.0,1,True,False,False,True,False,False
1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,969,1,5.0,202.0,0.0,1,False,False,True,True,False,False
1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,970,1,6.0,142.0,0.0,1,True,False,False,True,False,False
1.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,971,1,6.0,143.0,0.0,1,True,False,False,True,False,False
0.0,21.0,0.0,0.0,314.0,323.0,1026.0,6.0,0,1669.0,972,1,4.0,54.0,0.0,1,True,False,False,True,False,False
0.0,32.0,0.0,58.0,317.0,448.0,3.0,0.0,1,826.0,975,1,4.0,56.0,0.0,1,True,False,False,False,False,True
1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,976,1,6.0,146.0,1.0,1,True,False,False,True,False,False
0.0,24.0,0.0,651.6323679727427,32.0,8.0,0.0,0.0,0,691.6323679727427,978,1,5.0,203.0,0.0,1,True,False,False,True,False,False
1.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,982,1,6.0,145.0,0.0,2,True,False,False,False,True,False
0.0,51.0,0.0,651.6323679727427,1276.436476751801,4.0,0.0,0.0,0,1932.0688447245436,982,2,6.0,145.0,0.0,2,True,False,False,True,False,False
1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,983,1,6.0,149.0,1.0,1,True,False,False,False,False,True
0.0,45.0,0.0,0.0,1.0,13.0,0.0,873.0,0,887.0,984,1,6.0,150.0,1.0,8,True,False,False,True,False,False
0.0,24.0,0.0,0.0,0.0,718.0,0.0,0.0,0,718.0,984,2,5.0,182.0,1.0,8,True,False,False,True,False,False
0.0,23.0,0.0,0.0,0.0,490.0,0.0,319.0,0,809.0,984,3,6.0,150.0,1.0,8,True,False,False,True,False,False
1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,984,4,6.0,150.0,1.0,8,True,False,False,True,False,False
0.0,20.0,0.0,0.0,11.0,0.0,136.0,1088.0,0,1235.0,984,5,5.0,182.0,1.0,8,True,False,False,False,False,True
1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,984,6,6.0,150.0,1.0,8,True,False,False,True,False,False
1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,984,7,6.0,150.0,1.0,8,True,False,False,False,True,False
1.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,984,8,6.0,150.0,1.0,8,True,False,False,True,False,False
0.0,18.0,0.0,6.0,0.0,508.6583850931677,12.0,704.0,1,1230.6583850931677,985,1,4.0,57.0,0.0,1,True,False,False,False,False,True
0.0,16.0,0.0,3.0,0.0,35.0,150.0,478.0,0,666.0,987,1,5.0,204.0,0.0,1,True,False,False,True,False,False
0.0,28.0,0.0,0.0,3.0,906.0,0.0,0.0,0,909.0,988,1,6.0,151.0,1.0,2,False,False,True,True,False,False
0.0,36.0,0.0,1.0,784.0,0.0,55.0,149.0,1,989.0,988,2,4.0,73.0,1.0,2,True,False,False,True,False,False
0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,989,1,6.0,146.0,0.0,1,True,False,False,True,False,False
0.0,26.0,0.0,0.0,541.0,46.0,4.0,96.0,0,687.0,990,1,5.0,183.0,1.0,1,True,False,False,False,True,False
1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,991,1,6.0,152.0,1.0,1,True,False,False,True,False,False
0.0,49.0,0.0,31.0,2727.0,0.0,184.0,135.0,1,3077.0,992,1,3.0,35.0,1.0,6,False,True,False,True,False,False
0.0,29.0,0.0,387.0,942.0,0.0,9927.0,1341.0,0,12597.0,992,2,3.0,35.0,1.0,6,False,True,False,True,False,False
0.0,46.0,0.0,1192.0,1736.0,17.0,21.0,0.0,1,2966.0,992,3,3.0,35.0,1.0,6,False,True,False,False,False,True
0.0,35.0,1.0,8030.0,300.0,0.0,0.0,1436.0,0,9766.0,992,4,3.0,35.0,1.0,6,False,True,False,False,False,True
1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,992,5,3.0,35.0,1.0,6,False,True,False,False,False,True
0.0,37.0,0.0,4301.0,791.0,0.0,1748.0,91.0,0,6931.0,992,6,3.0,35.0,1.0,6,False,True,False,False,False,True
0.0,24.0,0.0,252.0,0.0,0.0,449.0,0.0,0,701.0,993,1,5.0,184.0,1.0,1,True,False,False,False,False,True
1.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,994,1,6.0,153.0,1.0,2,True,False,False,True,False,False
0.0,26.0,0.0,621.0,1.0,98.0,11.0,135.0,0,866.0,994,2,5.0,185.0,1.0,2,True,False,False,True,False,False
1.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,995,1,2.0,36.0,0.0,1,False,True,False,False,False,True
0.0,27.0,0.0,253.0,0.0,880.0,22.0,2.0,0,1157.0,997,1,5.0,186.0,1.0,1,False,False,True,True,False,False
0.0,56.0,0.0,0.0,7447.0,0.0,253.0,35.0,1,7735.0,998,1,2.0,37.0,0.0,1,False,True,False,True,False,False
1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1001,1,6.0,154.0,1.0,1,True,False,False,True,False,False
0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1002,1,5.0,187.0,1.0,3,False,False,True,False,False,True
0.0,42.0,0.0,1050.0,0.0,715.0,0.0,3.0,0,1768.0,1002,2,5.0,187.0,1.0,3,False,False,True,True,False,False
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1002,3,5.0,187.0,1.0,3,False,False,True,True,False,False
1.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1004,1,0.0,11.0,1.0,1,False,True,False,False,False,True
0.0,20.0,0.0,0.0,0.0,4.0,9.0,773.0,0,786.0,1005,1,6.0,156.0,1.0,1,True,False,False,True,False,False
0.0,21.0,0.0,0.0,0.0,0.0,0.0,791.0,0,791.0,1006,1,4.0,74.0,1.0,3,True,False,False,True,False,False
1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1006,2,4.0,74.0,1.0,3,True,False,False,True,False,False
0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1006,3,4.0,74.0,1.0,3,True,False,False,True,False,False
1.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1008,1,2.0,39.0,1.0,2,False,True,False,False,False,True
1.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1008,2,2.0,39.0,1.0,2,False,True,False,True,False,False
0.0,31.0,0.0,1633.0,4.0,49.0,6.0,0.0,0,1692.0,1011,1,6.0,148.0,0.0,2,True,False,False,True,False,False
1.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1011,2,6.0,148.0,0.0,2,True,False,False,True,False,False
1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1012,1,6.0,149.0,0.0,1,True,False,False,True,False,False
1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1013,1,6.0,158.0,1.0,1,True,False,False,True,False,False
1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1014,1,5.0,207.0,0.0,1,False,False,True,True,False,False
0.0,44.0,0.0,0.0,131.0,267.0,554.0,0.0,0,952.0,1015,1,5.0,189.0,1.0,1,True,False,False,True,False,False
0.0,20.0,0.0,0.0,15.0,122.0,1125.0,0.0,0,1262.0,1017,1,5.0,190.0,1.0,1,True,False,False,True,False,False
1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1018,1,6.0,150.0,0.0,1,True,False,False,True,False,False
1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1020,1,5.0,208.0,0.0,1,False,False,True,True,False,False
0.0,0.0,0.0,48.0,6.0,0.0,954.0,0.0,0,1008.0,1022,1,0.0,0.0,0.0,1,True,False,False,True,False,False
0.0,18.0,0.0,187.0,12.0,0.0,1277.0,0.0,0,1476.0,1024,1,5.0,209.0,0.0,4,True,False,False,False,False,True
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1024,2,6.0,152.0,0.0,4,True,False,False,True,False,False
0.0,54.0,0.0,0.0,5.0,0.0,594.0,209.0,0,808.0,1024,3,6.0,152.0,0.0,4,True,False,False,False,False,True
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1024,4,6.0,152.0,0.0,4,True,False,False,False,False,True
0.0,20.0,0.0,759.0,0.0,106.0,202.0,0.0,0,1067.0,1025,1,5.0,210.0,0.0,1,True,False,False,True,False,False
1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1026,1,6.0,159.0,1.0,1,True,False,False,True,False,False
0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1027,1,5.0,211.0,0.0,4,False,False,True,True,False,False
0.0,46.0,0.0,1454.0,0.0,81.0,38.0,0.0,0,1573.0,1027,2,5.0,211.0,0.0,4,False,False,True,True,False,False
0.0,31.0,0.0,231.0,0.0,508.6583850931677,279.0,9.0,0,1027.6583850931677,1027,3,5.0,211.0,0.0,4,False,False,True,True,False,False
0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1027,4,5.0,211.0,0.0,4,False,False,True,False,False,True
1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1029,1,5.0,212.0,0.0,1,False,False,True,True,False,False
0.0,23.0,0.0,1081.0,0.0,0.0,0.0,7.0,0,1088.0,1030,1,5.0,213.0,0.0,1,True,False,False,True,False,False
0.0,14.0,0.0,756.0,84.0,0.0,8.0,99.0,0,947.0,1031,1,5.0,194.0,1.0,1,True,False,False,True,False,False
1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1032,1,6.0,153.0,0.0,1,True,False,False,False,True,False
1.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1033,1,6.0,154.0,0.0,1,True,False,False,True,False,False
0.0,31.0,0.0,0.0,0.0,0.0,675.0,213.0,0,888.0,1034,1,6.0,155.0,0.0,1,True,False,False,True,False,False
0.0,13.0,0.0,4.0,0.0,1973.0,0.0,39.0,1,2016.0,1035,1,5.0,214.0,0.0,1,False,False,True,False,False,True
1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1036,1,6.0,161.0,1.0,1,True,False,False,False,True,False
0.0,47.0,0.0,0.0,306.0,84.0,499.0,0.0,0,889.0,1038,1,6.0,163.0,1.0,1,True,False,False,True,False,False
0.0,15.0,0.0,521.0,162.0,62.0,5.0,0.0,1,750.0,1040,1,6.0,164.0,1.0,1,True,False,False,False,True,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1041,1,0.0,0.0,0.0,1,False,True,False,True,False,False
0.0,49.0,0.0,0.0,0.0,1526.0,960.0,0.0,0,2486.0,1043,1,5.0,215.0,0.0,1,True,False,False,True,False,False
0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1045,1,2.0,38.0,0.0,2,False,True,False,True,False,False
0.0,44.0,0.0,0.0,2349.0,7.0,815.0,10896.0,0,14067.0,1045,2,2.0,38.0,0.0,2,False,True,False,True,False,False
0.0,16.0,0.0,507.0,0.0,0.0,0.0,861.3920265780731,0,1368.392026578073,1046,1,5.0,196.0,1.0,1,True,False,False,True,False,False
1.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1047,1,6.0,156.0,0.0,1,True,False,False,True,False,False
0.0,20.0,0.0,0.0,537.0,612.0,3.0,0.0,1,1152.0,1048,1,5.0,216.0,0.0,1,True,False,False,True,False,False
1.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1049,1,5.0,217.0,0.0,2,False,False,True,False,False,True
1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1049,2,5.0,217.0,0.0,2,False,False,True,True,False,False
0.0,21.0,0.0,2.0,447.0,81.0,74.0,861.3920265780731,0,1465.392026578073,1051,1,5.0,197.0,1.0,1,True,False,False,True,False,False
0.0,22.0,0.0,651.6323679727427,0.0,21.0,0.0,0.0,0,672.6323679727427,1052,1,5.0,198.0,1.0,1,True,False,False,False,False,True
0.0,27.0,0.0,182.0,0.0,0.0,0.0,376.0,0,558.0,1053,1,5.0,199.0,1.0,1,True,False,False,False,True,False
